qid,video_id,question_type,capability,question,duration,question_prompt,answer,youtube_url
0083-7,Z-x3kXiyOFc,Multiple-choice Question with a Single Correct Answer,Plot Attribute,"Why does the daughter enter the room several times?
A. To announce the pet dog.
B. To show excitement about the pet.
C. To emphasize cultural differences.
D. To check if her mother is two-faced about the dog.",43.97,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/Z-x3kXiyOFc
0099-7,aUDYWYqtAR4,Multiple-choice Question with a Single Correct Answer,Event Counting,"How many zoomed-in close-ups are there in the video?
A. 2
B. 4
C. 3
D. 1",59.97,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/aUDYWYqtAR4
0101-7,FdkXmy42Qv8,Multiple-choice Question with a Single Correct Answer,Event Localization,"In which sequence of location does the man teleport in the video?
A. Bookshelf, Couch, Blanket, Cardboard Box
B. Bookshelf, Couch, Cardboard Box, Blanket
C. Bookshelf, Couch, Cardboard Box, Door
D. Couch, Bookshelf, Cardboard Box, Blanket",24.04,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/FdkXmy42Qv8
0113-7,2uuLeoxlZOo,Multiple-choice Question with a Single Correct Answer,Event Counting,"How many buildings are demolished in the video?
A. Two
B. Three
C. Four
D. One",59.54,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/2uuLeoxlZOo
0117-7,uupXcgeP0-w,Multiple-choice Question with a Single Correct Answer,Element Counting,"How many toy cars are shown in the video?
A. Three
B. Four
C. Two
D. One",22.04,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/uupXcgeP0-w
0118-7,XlROzogZpVM,Multiple-choice Question with a Single Correct Answer,Local Event Attribute,"What action did the person take to make the bottle fall?
A. Pushed it with their hand.
B. Threw it down.
C. Kicked it.
D. Placed it on a slope and let go.",9.15,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/XlROzogZpVM
0127-7,NmqIqJsdIuk,Multiple-choice Question with a Single Correct Answer,Element Counting,"How many watches are shown in the video?
A. Six
B. Four
C. Three
D. Five",11.56,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/NmqIqJsdIuk
0129-7,7t4cNOpTuCY,Multiple-choice Question with a Single Correct Answer,Element Counting,"How many men appear in the video?
A. Three
B. One
C. Two
D. None",30.81,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/7t4cNOpTuCY
0133-7,u2HvKEGq3Ik,Multiple-choice Question with a Single Correct Answer,Event Localization,"What does the final scene depict?
A. A dance performance.
B. A juggling act.
C. A physics demonstration.
D. Three men jumping through a hula hoop.",60.05,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://youtube.com/shorts/u2HvKEGq3Ik
0142-7,rCW1aGpFrJg,Multiple-choice Question with a Single Correct Answer,Character Motivation Causality,"What is the purpose of placing a small piece of white tape on the handrail?
A. To decorate the handrail.
B. To repair a crack.
C. To mark a point for tracking movement.
D. To attract dust on the armrests.",58.82,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://youtube.com/shorts/rCW1aGpFrJg
0146-7,eU5I-p1HcUs,Multiple-choice Question with a Single Correct Answer,Event Counting,"How many times does the car's color change in the video?
A. Three times
B. Four times
C. Five times
D. Two times",24.45,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://youtube.com/shorts/eU5I-p1HcUs
0151-7,lfitOyblkDQ,Multiple-choice Question with a Single Correct Answer,Element Localization,"What is the person in the video wearing while holding a potato?
A. Blue shirt
B. Red shirt
C. Light pink hoodie and blue jeans
D. Black cap",59.71,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://youtube.com/shorts/lfitOyblkDQ
0152-7,4ocqfNvvI_w,Multiple-choice Question with a Single Correct Answer,Element Attributes,"What tool is used to fix the pages in the video?
A. Clamp
B. Elastic bands
C. Rubber band
D. Bendable retainer",32.81,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://youtube.com/shorts/4ocqfNvvI_w
0154-7,PH3yeSEgiGE,Multiple-choice Question with a Single Correct Answer,Positional Relationship,"With which hand does the man hand the white cutting board to the child?
A. Neither hand
B. Left hand
C. Right hand
D. Both hands",30.12,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://youtube.com/shorts/PH3yeSEgiGE
0162-7,mLbuK7IU7_Y,Multiple-choice Question with a Single Correct Answer,Event Counting,"How many times does the golfer successfully hit the target in the video?
A. 0
B. 1
C. 10
D. 5",17.15,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/mLbuK7IU7_Y
0167-7,C2JNR1EVPyM,Multiple-choice Question with a Single Correct Answer,Character Reaction Causality,"Why is the woman surprised in the video?
A. The pencil was bent.
B. The pencil remains unbroken.
C. The pencil is broken.
D. The man performs a magic trick.",9.64,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/C2JNR1EVPyM
0169-7,fk5kAJj5io0,Multiple-choice Question with a Single Correct Answer,Event Counting,"How many times does the woman pour juice into the mold in the video?
A. Twice
B. Once
C. Three times
D. Four times",33.44,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/fk5kAJj5io0
0179-7,boEKlG35qHM,Multiple-choice Question with a Single Correct Answer,Event Counting,"How many times does the person cut the stem?
A. Twice
B. 5 times
C. Once
D. 10 times",15.62,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://youtube.com/shorts/boEKlG35qHM
0198-7,j3cE7hoF5aI,Multiple-choice Question with a Single Correct Answer,Element Counting,"How many photos labeled 'old me' are in the video?
A. 12
B. 11
C. 10
D. 13",20.99,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/j3cE7hoF5aI
0217-7,C9yerI1NK7M,Multiple-choice Question with a Single Correct Answer,Event Duration & Speed Attribute,"How long did the time lapse of the capillary action demonstration last in the video?
A. 2 hours
B. 1 hour and 15 minutes
C. 3 hours
D. 45 minutes",15,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/C9yerI1NK7M
0242-7,tyz-WC0YVco,Multiple-choice Question with a Single Correct Answer,Character Reaction Causality,"What made the two orange cats jump away in the kitchen scene?
A. A toy snake
B. A loud noise
C. A sudden light
D. A party blower",60.05,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/tyz-WC0YVco
0248-7,jfE_el65Sv0,Multiple-choice Question with a Single Correct Answer,Local Event Attribute,"What is the person in the foreground doing?
A. Applying makeup
B. Painting a image
C. Taking a shower
D. Sleeping",12.16,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://youtube.com/shorts/jfE_el65Sv0
0251-7,#NAME?,Multiple-choice Question with a Single Correct Answer,Objective Causality,"Why does the ball fall off the disc at the end of the video?
A. The disc stops spinning.
B. A girl throws the ball, and inertia carries it to the edge.
C. The straw figures have moved and pushed it off.
D. The disc is tilted.",,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://youtube.com/shorts/-HAFFvsDCr4
0256-7,uPIpFgh_DPU,Multiple-choice Question with a Single Correct Answer,Event Counting,"How many times does the ping-pong ball bounce on the ground before entering the cup?
A. 13
B. 10
C. 19
D. 17",15.35,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/uPIpFgh_DPU
0259-7,rVfKtPLVaLw,Multiple-choice Question with a Single Correct Answer,Positional Relationship,"Which hand did the man use to throw away his hat?
A. Both hands
B. Neither hand
C. Left hand
D. Right hand",12.52,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/rVfKtPLVaLw
0266-7,9yC-paTJvkE,Multiple-choice Question with a Single Correct Answer,Positional Relationship,"Which thumb is the yellow rubber band fully looped around?
A. Neither thumb
B. Both thumbs
C. Right thumb
D. Left thumb",19.03,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/9yC-paTJvkE
0267-7,Drp2PBktp7U,Multiple-choice Question with a Single Correct Answer,Element Attributes (Optical Illusion),"What is the first person in the video doing?
A. Laying down on a basketball court.
B. Sitting on the ground.
C. Jumping in the air.
D. Running across the court.",16.04,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/Drp2PBktp7U
0273-7,zn3MNXMIdDk,Multiple-choice Question with a Single Correct Answer,Element Attributes,"What color is facing up on the solved Rubik's Cube?
A. Yellow
B. White
C. Blue
D. Green",11.82,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/zn3MNXMIdDk
0274-7,GYTGrhKbo0g,Multiple-choice Question with a Single Correct Answer,Element Counting,"How many people are in the video?
A. Six
B. Eight
C. Seven
D. Five",22.04,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/GYTGrhKbo0g
0276-7,PZad6gF_4Kk,Multiple-choice Question with a Single Correct Answer,Objective Causality (Videography Phenomenon & Illusion),"What techniques are used to create the illusion of the pen passing under the cube?
A. Only skillful drawing and perspective
B. Video editing effects and skillful drawing
C. None of the above
D. Only video editing effects",14.98,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/PZad6gF_4Kk
0278-7,JsAcQsidyIA,Multiple-choice Question with a Single Correct Answer,Element Attributes,"What color is the writing on the paper in the video?
A. Orange
B. Blue
C. Red
D. Green",46.23,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/JsAcQsidyIA
0288-7,CiUsdzLLbuE,Multiple-choice Question with a Single Correct Answer,Plot Attribute,"Which knife is not easy to use in the video?
A. The one with a wooden handle.
B. The one with the darker black part.
C. The one used at the end.
D. The one used to cut through the large bone.",60.05,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/CiUsdzLLbuE
0291-7,#NAME?,Multiple-choice Question with a Single Correct Answer,Professional Knowledge,"What caused the rotational movement of the metal rod?
A. The interaction between the electric field and the metal rod.
B. The electromagnetic force generated by the Tesla coil.
C. A human plucking it and electric field forces.
D. The electric current flowing through it",,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/-M7VdrQpWps
0292-7,Kv7s88uX0ek,Multiple-choice Question with a Single Correct Answer,Element Counting,"How many vehicles are behind the bus?
A. One
B. None
C. Three
D. Two",10.65,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/Kv7s88uX0ek
0295-7,uXbIuOImCmM,Multiple-choice Question with a Single Correct Answer,Event Counting,"How many methods did the person with the yellow bag try?
A. Three
B. Two
C. Four
D. One",26.01,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/uXbIuOImCmM
0296-7,uAzw77AjDyc,Multiple-choice Question with a Single Correct Answer,Objective Causality,"Why doesn't the man catch the blue pants on his first attempt?
A. He is not paying attention.
B. He is distracted by the children playing and loses focus.
C. They are not real pants.
D. They are hanging diagonally.",15.06,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/uAzw77AjDyc
0303-7,c1gl0Qahgdw,Multiple-choice Question with a Single Correct Answer,Local Event Attribute,"How does the man finally stop cycling?
A. By riding into a wall.
B. By dismounting and walking away.
C. By jumping off his bike and crashing into a cushion.
D. By slowing down and stepping off.",14.76,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/c1gl0Qahgdw
0304-7,bc-OoJrrMuk,Multiple-choice Question with a Single Correct Answer,Element Counting,"How many layers of paper does the person initially write on?
A. Two
B. Three
C. Four
D. One",15.72,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/bc-OoJrrMuk
0308-7,R0f1qMFBemA,Multiple-choice Question with a Single Correct Answer,Local Event Attribute,"What is the first military aircraft doing?
A. Taking off from the aircraft carrier.
B. Performing aerial maneuvers.
C. Attempting to land on the aircraft carrier.
D. Refueling mid-air.",60.08,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/R0f1qMFBemA
0313-7,0pWDMjpDKKQ,Multiple-choice Question with a Single Correct Answer,Element Counting,"How many compartments do the products occupy on the shelf at the end of the video?
A. 8
B. 9
C. 11
D. 10",19.04,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/0pWDMjpDKKQ
0319-7,NqMmfmsclrE,Multiple-choice Question with a Single Correct Answer,Positional Relationship,"Where does the ball exit at the end of the video?
A. Path A
B. Path B
C. Path D
D. Path C",8.75,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/NqMmfmsclrE
0320-7,1edFyMQdMHA,Multiple-choice Question with a Single Correct Answer,Event Localization,"How does the last person jump?
A. Onto a tire
B. Fly over the railing
C. Over a low wall
D. Over a fence using parkour",18.07,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/1edFyMQdMHA
0321-7,shh15L-O8KE,Multiple-choice Question with a Single Correct Answer,Plot Attribute,"What are the people in the group doing?
A. Filming a video with hand gestures
B. Playing a game
C. Taking a picture together
D. Dancing",15.14,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/shh15L-O8KE
0325-7,gmMnqrmYNFU,Multiple-choice Question with a Single Correct Answer,Event Counting,"How many times did the rider flip and jump in the air while crossing obstacles?
A. Seven times
B. Eight times
C. Ten times
D. Three times",36.41,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/gmMnqrmYNFU
0334-7,VoyvvpcrUgo,Multiple-choice Question with a Single Correct Answer,Event Localization,"Which scene in the video is not real?
A. Water bottle pouring a waterfall
B. Key fitting into the archway
C. Hanger holding up the bridge
D. Pencil erasing the road",14.98,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/VoyvvpcrUgo
0340-7,XK7kH7pxTcE,Multiple-choice Question with a Single Correct Answer,Element Counting,"How many drainage channels are visible in the video?
A. Four
B. Two
C. Three
D. Five",59.37,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/XK7kH7pxTcE
0357-7,ZQQ6XGuLtyU,Multiple-choice Question with a Single Correct Answer,Character Emotion Attribute,"What is the person who opens the third hidden item wearing?
A. A black jacket
B. A white texuture T-shirt
C. A white T-shirt
D. A pink t-shirt with green text",44.44,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/ZQQ6XGuLtyU
0358-7,vln9tIS2yWg,Multiple-choice Question with a Single Correct Answer,Objective Causality,"Why didn't the woman in white fall on the trampoline?
A. The man behind her didn't push her.
B. She jumped off herself.
C. She was scared of the trampoline.
D. She was too far from the edge.",19.97,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/vln9tIS2yWg
0368-7,XeUbzTntoW0,Multiple-choice Question with a Single Correct Answer,Event Counting,"How many scenarios did the man show between the adult and the toddler?
A. Ten
B. Twelve
C. Six
D. Eight",59.01,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/XeUbzTntoW0
0370-7,IuGYdIRjKlI,Multiple-choice Question with a Single Correct Answer,Element Counting,"How many girls are holding swords at the beginning of the video?
A. Three
B. Two
C. Five
D. Four",16.88,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/IuGYdIRjKlI
0372-7,kFAs3nZoKps,Multiple-choice Question with a Single Correct Answer,Local Event Attribute,"What happens at the end of the video?
A. The girl misses the basket entirely.
B. The girl throws the ball from a distance.
C. The girl successfully dunks the basketball.
D. The girl pretends to dunk by hanging on the basket.",18.09,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/kFAs3nZoKps
0374-7,DdJG14Fc4Tw,Multiple-choice Question with a Single Correct Answer,Element Attributes (Optical Illusion),"What was used to perform the magic trick in the first part of the video?
A. A balloon and a string
B. A balloon and a coin
C. A red balloon only
D. A balloon and an extra knot",48.45,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/DdJG14Fc4Tw
0377-7,Jh-E3fZYRJ4,Multiple-choice Question with a Single Correct Answer,Element Attributes (Optical Illusion),"Whose hand is on the woman's shoulder in the second part of the video?
A. The woman herself.
B. The person sitting next to her.
C. A person standing far away.
D. The man behind her.",33.34,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/Jh-E3fZYRJ4
0410-7,ZQQ6XGuLtyU,Multiple-choice Question with a Single Correct Answer,Event Localization,"What happens after the sixth cotton candy dissolves?
A. A banana appears.
B. A stack of money appears.
C. A phone is revealed.
D. Nothing is found.",44.44,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://youtube.com/shorts/ZQQ6XGuLtyU
0416-7,b7h58LOBMcE,Multiple-choice Question with a Single Correct Answer,Character Reaction Causality,"Why was the man performing the trick surprised?
A. The egg reappeared in unexpected places.
B. The table moved.
C. The cup changed color.
D. The ball he placed under the cup disappeared.",26.77,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://youtube.com/shorts/b7h58LOBMcE
0417-7,KwKJ6gtOGpQ,Multiple-choice Question with a Single Correct Answer,Character Reaction Causality,"Why is the person on the left trying hard not to laugh?
A. It's not funny
B. His discontent
C. The seriousness of the occasion
D. He's scared.",6.62,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://youtube.com/shorts/KwKJ6gtOGpQ
0420-7,CsIEwEA0fQs,Multiple-choice Question with a Single Correct Answer,Plot Attribute,"Why did the cat win the 'which hand' game?
A. It chose the right hand.
B. It chose both hands.
C. It didn't choose any hand.
D. It chose the left hand.",15.04,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://youtube.com/shorts/CsIEwEA0fQs
0427-7,c0YNnrHBARc,Multiple-choice Question with a Single Correct Answer,Objective Causality (Videography Phenomenon & Illusion),"How did the man create the illusion of taking out a whole watermelon?
A. By using a mirror to reflect the whole watermelon.
B. By using a clever trick with a hollowed rind.
C. By using a special knife to cut seamlessly.
D. Use mirror reflection and video editing techniques.",28.99,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://youtube.com/shorts/c0YNnrHBARc
0430-7,ZGcot5Kgock,Multiple-choice Question with a Single Correct Answer,Objective Causality (Videography Phenomenon & Illusion),"What was the actual cause of the phone's damage in the video?
A. Dropping the phone.
B. Overcharging with a hand-crank charger.
C. Video editing effects.
D. Water damage.",42.26,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://youtube.com/shorts/ZGcot5Kgock
0432-7,YRgXg-FY49o,Multiple-choice Question with a Single Correct Answer,Event Localization,"Where do the last few targets come from?
A. The person next to the shooter throwing orange clay targets.
B. The shell that flew out of the ejection hatch of the gun
C. Random objects thrown by the woman.
D. Black object coming from the sky.",16.6,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/YRgXg-FY49o
0435-7,niZZ5bP5Zvs,Multiple-choice Question with a Single Correct Answer,Event Localization,"Which swing of the man's sword hit the target made of bundled straw mats?
A. Fourth swing
B. Third swing
C. First swing
D. Second swing",10.97,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/niZZ5bP5Zvs
0439-7,L4pEorJZ1a0,Multiple-choice Question with a Single Correct Answer,Element Attributes,"What does the man light in the video?
A. A small torch
B. A pile of thin candles
C. A piece of paper
D. A stack of matches",29.53,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/L4pEorJZ1a0
0441-7,3Ts9BX6AKuU,Multiple-choice Question with a Single Correct Answer,Local Event Attribute,"What is the state of the muscular man's legs during the run?
A. Both legs moving in a straight line
B. Left leg in spot jogging, right calf bent back
C. Left and right legs alternate in their movement
D. High knee lifts with a forward thrust",12.2,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/3Ts9BX6AKuU
