qid,video_id,question_type,capability,question,duration,question_prompt,answer,youtube_url
0217-1,C9yerI1NK7M,Paraphrased Open-ended Question,Event Duration & Speed Attribute,What was the exact duration of the capillary action demonstration in real time as shown in the video?,15,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/C9yerI1NK7M
0242-1,tyz-WC0YVco,Paraphrased Open-ended Question,Character Reaction Causality,What caused the two orange cats to leap away in the kitchen scene with the person wearing a red hat?,60.05,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/tyz-WC0YVco
0248-1,jfE_el65Sv0,Paraphrased Open-ended Question,Local Event Attribute,What activity is the person in the foreground engaged in during the video?,12.16,Please state your answer with a brief explanation.,,https://youtube.com/shorts/jfE_el65Sv0
0251-1,#NAME?,Paraphrased Open-ended Question,Objective Causality,What causes the ball to fall off the disc at the end of the video?,,Please state your answer with a brief explanation.,,https://youtube.com/shorts/-HAFFvsDCr4
0256-1,uPIpFgh_DPU,Paraphrased Open-ended Question,Event Counting,What is the total number of times the ping-pong ball hits the ground?,15.35,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/uPIpFgh_DPU
0259-1,rVfKtPLVaLw,Paraphrased Open-ended Question,Positional Relationship,With which hand did the man discard his hat?,12.52,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/rVfKtPLVaLw
0266-1,9yC-paTJvkE,Paraphrased Open-ended Question,Positional Relationship,Around which thumb is the yellow rubber band completely wrapped?,19.03,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/9yC-paTJvkE
0267-1,Drp2PBktp7U,Paraphrased Open-ended Question,Element Attributes (Optical Illusion),What action is the first person in the video performing?,16.04,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/Drp2PBktp7U
0273-1,zn3MNXMIdDk,Paraphrased Open-ended Question,Element Attributes,What color is on the top face of the Rubik's Cube after it is solved?,11.82,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/zn3MNXMIdDk
0274-1,GYTGrhKbo0g,Paraphrased Open-ended Question,Element Counting,What is the total number of individuals visible in the video?,22.04,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/GYTGrhKbo0g
0276-1,PZad6gF_4Kk,Paraphrased Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),What techniques are used to create the illusion of the pen passing under the cube?,14.98,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/PZad6gF_4Kk
0278-1,JsAcQsidyIA,Paraphrased Open-ended Question,Element Attributes,What is the color of the text written on the paper in the video?,46.23,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/JsAcQsidyIA
0288-1,CiUsdzLLbuE,Paraphrased Open-ended Question,Plot Attribute,Which knife in the video is difficult to use?,60.05,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/CiUsdzLLbuE
0291-1,#NAME?,Paraphrased Open-ended Question,Professional Knowledge,What initiated the rotational movement of the metal rod and how did it continue?,,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/-M7VdrQpWps
0292-1,Kv7s88uX0ek,Paraphrased Open-ended Question,Element Counting,What is the number of vehicles following the bus?,10.65,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/Kv7s88uX0ek
0295-1,uXbIuOImCmM,Paraphrased Open-ended Question,Event Counting,How many techniques did the person with the yellow bag attempt?,26.01,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/uXbIuOImCmM
0296-1,uAzw77AjDyc,Paraphrased Open-ended Question,Objective Causality,What causes the man to miss catching the blue pants on his first try?,15.06,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/uAzw77AjDyc
0303-1,c1gl0Qahgdw,Paraphrased Open-ended Question,Local Event Attribute,What does the man do to bring his cycling to a halt?,14.76,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/c1gl0Qahgdw
0304-1,bc-OoJrrMuk,Paraphrased Open-ended Question,Element Counting,On how many sheets of paper does the person start writing?,15.72,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/bc-OoJrrMuk
0308-1,R0f1qMFBemA,Paraphrased Open-ended Question,Local Event Attribute,What is the initial military aircraft attempting to do?,60.08,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/R0f1qMFBemA
0313-1,0pWDMjpDKKQ,Paraphrased Open-ended Question,Element Counting,How many sections on the shelf are filled with products by the end of the video?,19.04,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/0pWDMjpDKKQ
0319-1,NqMmfmsclrE,Paraphrased Open-ended Question,Positional Relationship,What is the final position of the ball in the video?,8.75,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/NqMmfmsclrE
0320-1,1edFyMQdMHA,Paraphrased Open-ended Question,Event Localization,What action does the last person use to jump?,18.07,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/1edFyMQdMHA
0321-1,shh15L-O8KE,Paraphrased Open-ended Question,Plot Attribute,What activity are the people in the group performing?,15.14,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/shh15L-O8KE
0325-1,gmMnqrmYNFU,Paraphrased Open-ended Question,Event Counting,How many flips and jumps does the rider perform in the air while navigating the obstacles?,36.41,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/gmMnqrmYNFU
0334-1,VoyvvpcrUgo,Paraphrased Open-ended Question,Event Localization,Which parts of the video are not depicting real-life scenes?,14.98,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/VoyvvpcrUgo
0340-1,XK7kH7pxTcE,Paraphrased Open-ended Question,Element Counting,What is the total number of drainage channels shown in the video?,59.37,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/XK7kH7pxTcE
0357-1,ZQQ6XGuLtyU,Paraphrased Open-ended Question,Character Emotion Attribute,What does the man in the white T-shirt feel when he takes out the item?,44.44,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/ZQQ6XGuLtyU
0358-1,vln9tIS2yWg,Paraphrased Open-ended Question,Objective Causality,What prevented the woman in white from falling onto the trampoline?,19.97,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/vln9tIS2yWg
0368-1,XeUbzTntoW0,Paraphrased Open-ended Question,Event Counting,How many different scenarios did the man demonstrate between the adult and the toddler?,59.01,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/XeUbzTntoW0
0370-1,IuGYdIRjKlI,Paraphrased Open-ended Question,Element Counting,How many girls are seen with swords at the start of the video?,16.88,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/IuGYdIRjKlI
0372-1,kFAs3nZoKps,Paraphrased Open-ended Question,Local Event Attribute,What does the girl do at the conclusion of the video?,18.09,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/kFAs3nZoKps
0374-1,DdJG14Fc4Tw,Paraphrased Open-ended Question,Element Attributes (Optical Illusion),How was the magic trick executed in the initial segment of the video?,48.45,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/DdJG14Fc4Tw
0377-1,Jh-E3fZYRJ4,Paraphrased Open-ended Question,Element Attributes (Optical Illusion),Who is the owner of the hand on the woman's shoulder in the second segment of the video?,33.34,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/Jh-E3fZYRJ4
0410-1,ZQQ6XGuLtyU,Paraphrased Open-ended Question,Event Localization,What is the outcome after the sixth cotton candy dissolves in the water?,44.44,Please state your answer with a brief explanation.,,https://youtube.com/shorts/ZQQ6XGuLtyU
0416-1,b7h58LOBMcE,Paraphrased Open-ended Question,Character Reaction Causality,What caused the man performing the trick to be taken aback?,26.77,Please state your answer with a brief explanation.,,https://youtube.com/shorts/b7h58LOBMcE
0417-1,KwKJ6gtOGpQ,Paraphrased Open-ended Question,Character Reaction Causality,Why is the person on the left trying hard not to laughï¼Ÿ,6.62,Please state your answer with a brief explanation.,,https://youtube.com/shorts/KwKJ6gtOGpQ
0420-1,CsIEwEA0fQs,Paraphrased Open-ended Question,Plot Attribute,"Did the cat succeed in the 'which hand' game, and what was the reason?",15.04,Please state your answer with a brief explanation.,,https://youtube.com/shorts/CsIEwEA0fQs
0427-1,c0YNnrHBARc,Paraphrased Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),What method did the man use to make it appear as though he took out and cut a whole watermelon?,28.99,Please state your answer with a brief explanation.,,https://youtube.com/shorts/c0YNnrHBARc
0430-1,ZGcot5Kgock,Paraphrased Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),What led to the phone appearing damaged in the video?,42.26,Please state your answer with a brief explanation.,,https://youtube.com/shorts/ZGcot5Kgock
0432-1,YRgXg-FY49o,Paraphrased Open-ended Question,Event Localization,What are the last few targets in the video?,16.6,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/YRgXg-FY49o
0435-1,niZZ5bP5Zvs,Paraphrased Open-ended Question,Event Localization,Which of the man's sword swings successfully hit the straw mat target?,10.97,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/niZZ5bP5Zvs
0439-1,L4pEorJZ1a0,Paraphrased Open-ended Question,Element Attributes,What item does the man ignite in the video?,29.53,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/L4pEorJZ1a0
0441-1,3Ts9BX6AKuU,Paraphrased Open-ended Question,Local Event Attribute,What is the condition of the man's legs during running?,12.2,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/3Ts9BX6AKuU
0452-1,BglTrmS3UfI,Paraphrased Open-ended Question,Element Attributes,Can you describe the condition of the dancer's left and right legs?,11.82,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/BglTrmS3UfI
0456-1,#NAME?,Paraphrased Open-ended Question,Element Counting,What was the total number of nails the man used in his experiment?,,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/-Tf9VMl4krk
0463-1,aoE98e_FlYQ,Paraphrased Open-ended Question,Event Localization,From which throw does the counter begin to count in the video?,33.07,Please state your answer with a brief explanation.,,https://youtube.com/shorts/aoE98e_FlYQ
0466-1,_TrCxTyakH0,Paraphrased Open-ended Question,Event Counting,What is the total number of images featuring optical illusions in the video?,20.52,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/_TrCxTyakH0
0468-1,Se8JkJUt7YE,Paraphrased Open-ended Question,Element Localization,"Who was able to walk down the stairs successfully in the video?
",24.98,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/Se8JkJUt7YE
0494-1,RBz8pTO0ySw,Paraphrased Open-ended Question,Element Counting,What is the number of different types of scissors used in the video?,15.85,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/RBz8pTO0ySw
0500-1,nBaWVmaLh1A,Paraphrased Open-ended Question,Element Counting,What is the total number of ping-pong balls shown in the video?,33.11,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/nBaWVmaLh1A
0501-1,fyq0pd_pFvE,Paraphrased Open-ended Question,Element Counting,What is the number of dumplings on the plate of the man wearing purple?,46.87,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/fyq0pd_pFvE
0512-1,FkNdEfxYYc4,Paraphrased Open-ended Question,Element Counting,How many pots did the ping-pong ball bounce off at the start of the video?,48.09,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/FkNdEfxYYc4
0520-1,SdvMPe6XF7w,Paraphrased Open-ended Question,Plot Attribute,Which letters in the video require the fewest people to form?,57.89,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/SdvMPe6XF7w
0522-1,rujdEa3MVYo,Paraphrased Open-ended Question,Element Counting,What is the number of men wearing hats in the video?,60.08,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/rujdEa3MVYo
0525-1,Ai4fCLMGL9Y,Paraphrased Open-ended Question,Element Counting,What is the number of legs the person not in the wheelchair has in the video?,28.5,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/Ai4fCLMGL9Y
0526-1,Z5jKO_Qql30,Paraphrased Open-ended Question,Element Counting,"In the second video, what is the number of lighters the man is holding?",34.6,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/Z5jKO_Qql30
0530-1,yzlFm0LpRpM,Paraphrased Open-ended Question,Positional Relationship,Which ball did the man in blue choose to kick in the fifth scene?,33.56,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/yzlFm0LpRpM
0539-1,HXeyvC8MeBU,Paraphrased Open-ended Question,Element Counting,How many individuals outside of a car are frightened by the masked person in the video?,60.08,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/HXeyvC8MeBU
0541-1,zb6Bnsm3_zo,Paraphrased Open-ended Question,Element Counting,What is the total number of teeth shown throughout the video?,11.17,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/zb6Bnsm3_zo
0542-1,5mFcSiUxAus,Paraphrased Open-ended Question,Plot Attribute (Montage),What scene in the video symbolizes the passage of time during the bread's cooking process?,59.99,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/5mFcSiUxAus
0548-1,m8tfdmm3g2A,Paraphrased Open-ended Question,Element Localization,What is the second item the man clips with the car window in the video?,58.58,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/m8tfdmm3g2A
0551-1,HsXS1Qt11cU,Paraphrased Open-ended Question,Element Attributes,How are the switches positioned on the wall in the scene with the woman kneeling?,17.62,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/HsXS1Qt11cU
0552-1,lAmfy5J8iEA,Paraphrased Open-ended Question,Element Counting,What is the number of bread slices on the plate held by the person in the kitchen?,59.76,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/lAmfy5J8iEA
0561-1,PPLTAZ2pBK0,Paraphrased Open-ended Question,Event Counting,How often does the man's watch appear throughout the video?,21.48,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/PPLTAZ2pBK0
0566-1,jyXFmTycx_k,Paraphrased Open-ended Question,Plot Attribute (Montage),What is the purpose of showing the broken pot of plant in the scenes?,60.65,Please state your answer with a brief explanation.,,https://www.youtube.com/watch?v=jyXFmTycx_k
0567-1,trYIAMCLeOs,Paraphrased Open-ended Question,Element Localization,What is the hair color of the third individual shown in the video?,56.94,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/trYIAMCLeOs
0571-1,ragJEXeqcbE,Paraphrased Open-ended Question,Positional Relationship,On which finger is the man's ring in the video?,50.11,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/ragJEXeqcbE
0575-1,xW8pfZ5WpNQ,Paraphrased Open-ended Question,Element Attributes (Optical Illusion),What are the two things the little girl is wearing on her feet in the video?,15.57,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/xW8pfZ5WpNQ
0576-1,3bisVkxCA0c,Paraphrased Open-ended Question,Element Localization,Who in the video is wearing a belt?,13.25,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/3bisVkxCA0c
0578-1,_hkdNurB1Fk,Paraphrased Open-ended Question,Element Counting,What is the total number of individuals shown in the video?,58.09,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/_hkdNurB1Fk
0580-1,85l_AvYt-XE,Paraphrased Open-ended Question,Event Counting,How many steps did the girl take before reaching the top of the wall?,10.97,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/85l_AvYt-XE
0588-1,y5lL-l01ujA,Paraphrased Open-ended Question,Element Counting,What is the total number of drawers on the desk with the globe on top?,18.71,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/y5lL-l01ujA
0589-1,CltBandLYjM,Paraphrased Open-ended Question,Event Localization,Did the individual consume all the chocolate within a six-hour period?,40.15,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/CltBandLYjM
0590-1,bbiCkBWaOL8,Paraphrased Open-ended Question,Character Reaction Causality,What caused the man in the black jacket to scream at the end of the video?,59.3,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/bbiCkBWaOL8
0595-1,7tVlEGngX0s,Paraphrased Open-ended Question,Element Localization,What types of balls did the boy use to score in the video?,28.84,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/7tVlEGngX0s
0597-1,c4LTFnR3F0w,Paraphrased Open-ended Question,Element Localization,Can you describe the person who is operating the camera in the video?,59.93,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/c4LTFnR3F0w
0600-1,UuJQx4Z8zG4,Paraphrased Open-ended Question,Positional Relationship,Where did the orange ball make contact with the boy in the video?,28.97,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/UuJQx4Z8zG4
0603-1,mgULlk8dagE,Paraphrased Open-ended Question,Element Localization,What are the features of the person who failed twice in a row and lost the heart-shaped pattern in the video?,46.36,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/mgULlk8dagE
0607-1,7pTwqG9VM7o,Paraphrased Open-ended Question,Event Localization,What is the actual position of the man in the video?,26.94,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/7pTwqG9VM7o
0609-1,MlPYPW1_a0U,Paraphrased Open-ended Question,Plot Attribute,How is the elimination decided in the video game?,17.47,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/MlPYPW1_a0U
0610-1,Ldcs4Venq1Q,Paraphrased Open-ended Question,Character Motivation Causality,What was the reason the woman tossed the package out of the window after writing on it?,57.24,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/Ldcs4Venq1Q
0612-1,qUCG8W5hMdw,Paraphrased Open-ended Question,Character Motivation Causality,What is the reason for dividing the paper into two sections in the painting video?,58.56,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/qUCG8W5hMdw
0614-1,JOd2FBcirwk,Paraphrased Open-ended Question,Character Motivation Causality,What causes the man's hands to tremble while he is eating at the start of the video?,60.08,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/JOd2FBcirwk
0616-1,PN2XQBfWV2M,Paraphrased Open-ended Question,Local Event Attribute,Which ball crosses the finish line first in the video?,29.68,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/PN2XQBfWV2M
0620-1,7pTwqG9VM7o,Paraphrased Open-ended Question,Element Attributes (Optical Illusion),What is the actual position of the man in the video?,26.94,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/7pTwqG9VM7o
0621-1,9SzIZz1CDcc,Paraphrased Open-ended Question,Positional Relationship,Which foot does the person place against the wall first in the video?,7.96,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/9SzIZz1CDcc
0625-1,yQ2YZQhvc2c,Paraphrased Open-ended Question,Displacement Attribute,In which direction does the second ball move?,24.03,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/yQ2YZQhvc2c
0627-1,pUIkzB8KebU,Paraphrased Open-ended Question,Displacement Attribute,Who changed the position in the videoï¼Ÿ,15.15,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/pUIkzB8KebU
0633-1,jI5XO3aa5_g,Paraphrased Open-ended Question,Displacement Attribute,In which direction do the wheels of the black car rotate at the conclusion of the video?,20.03,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/jI5XO3aa5_g
0643-1,KwKJ6gtOGpQ,Paraphrased Open-ended Question,Displacement Attribute,How can you determine the wind direction on that day from the video?,6.62,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/KwKJ6gtOGpQ
0645-1,7mm85XogfLw,Paraphrased Open-ended Question,Positional Relationship,"Where does the left end of the scarf end up on the student character by the end of the video, from the camera's perspective?",12.78,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/7mm85XogfLw
0652-1,o77rfiYxaz8,Paraphrased Open-ended Question,Displacement Attribute,Where did the car end up after completing the spin?,12.5,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/o77rfiYxaz8
0655-1,tc_u7WlfrfU,Paraphrased Open-ended Question,Event Duration & Speed Attribute,"Which moves faster, the camera or the truck?",10.33,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/tc_u7WlfrfU
0658-1,i1ki36EMLp8,Paraphrased Open-ended Question,Event Duration & Speed Attribute,Which rider is quicker in the race?,19.8,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/i1ki36EMLp8
0664-1,v02xe4_I5uY,Paraphrased Open-ended Question,Event Counting,How many times did the woman throw the dice?,56.26,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/v02xe4_I5uY
0667-1,oI--S1dz9EM,Paraphrased Open-ended Question,Event Counting,What is the total number of participants in the challenge shown in the video?,45.42,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/oI--S1dz9EM
0670-1,CCmVxAlwuo0,Paraphrased Open-ended Question,Event Counting,What is the number of children who jumped into the water in the video?,43.07,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/CCmVxAlwuo0
0673-1,nfCZqSebCuE,Paraphrased Open-ended Question,Element Counting,How many buckets of actual popcorn are visible in the video?,13.51,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/nfCZqSebCuE
0675-1,wsPyV3igUG4,Paraphrased Open-ended Question,Character Reaction Causality,"What was the reaction of the man on the left when the man on the right exposed the magic tricks, and why?",43.35,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/wsPyV3igUG4
0679-1,K7T7JYxlcPo,Paraphrased Open-ended Question,Character Emotion Attribute,What is the reaction of the woman in the white tank top at the video's conclusion?,10.22,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/K7T7JYxlcPo
0689-1,vwajGCpsoJ0,Paraphrased Open-ended Question,Character Motivation Causality,What was the reason the man in the purple T-shirt altered the lock screen wallpaper on the other man's phone to his own picture?,19.01,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/vwajGCpsoJ0
0690-1,l2erI86JxzE,Paraphrased Open-ended Question,Character Motivation Causality,What is the reason the child is on the floor?,27.76,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/l2erI86JxzE
0695-1,DN-gN9LaFGg,Paraphrased Open-ended Question,Plot Attribute,Who emerged as the winner of the competition?,42.45,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/DN-gN9LaFGg
